Source,Target,Type,Id,Label,timeset,Weight,coursename,edges,source_course_instructor,weights
Presv & Consv Spec Colls Care,Information Sciences Practice,Undirected,51173,['Information Organization'],,1,Presv & Consv Spec Colls Care,['Information Organization'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Libraries Info and Society,Undirected,51174,"['Information Organization', 'LIS']",,2,Presv & Consv Spec Colls Care,"['Information Organization', 'LIS']","Quinn Ferris, Jennifer Teper",2
Presv & Consv Spec Colls Care,Reference and Info Services,Undirected,51175,"['LIS', 'Theory Based']",,2,Presv & Consv Spec Colls Care,"['LIS', 'Theory Based']","Quinn Ferris, Jennifer Teper",2
Presv & Consv Spec Colls Care,Adm Mgt of Libs Info Centers,Undirected,51176,['Theory Based'],,1,Presv & Consv Spec Colls Care,['Theory Based'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Intr to Bibliographic Metadata,Undirected,51177,"['Information Organization', 'Theory Based']",,2,Presv & Consv Spec Colls Care,"['Information Organization', 'Theory Based']","Quinn Ferris, Jennifer Teper",2
Presv & Consv Spec Colls Care,Collection Development,Undirected,51178,['Information Organization'],,1,Presv & Consv Spec Colls Care,['Information Organization'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Media Literacy for Youth,Undirected,51179,['LIS'],,1,Presv & Consv Spec Colls Care,['LIS'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,School Library Media CenterSummary,Undirected,51180,['Theory Based'],,1,Presv & Consv Spec Colls Care,['Theory Based'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Community Informatics,Undirected,51181,['Information Organization'],,1,Presv & Consv Spec Colls Care,['Information Organization'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Government Information,Undirected,51182,['LIS'],,1,Presv & Consv Spec Colls Care,['LIS'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,"Literacy, Reading, and Readers",Undirected,51183,"['LIS', 'Theory Based']",,2,Presv & Consv Spec Colls Care,"['LIS', 'Theory Based']","Quinn Ferris, Jennifer Teper",2
Presv & Consv Spec Colls Care,Adult Popular Literature,Undirected,51184,"['Information Organization', 'LIS', 'Theory Based']",,3,Presv & Consv Spec Colls Care,"['Information Organization', 'LIS', 'Theory Based']","Quinn Ferris, Jennifer Teper",3
Presv & Consv Spec Colls Care,REEES Bibliog Research Methods,Undirected,51185,"['LIS', 'Theory Based']",,2,Presv & Consv Spec Colls Care,"['LIS', 'Theory Based']","Quinn Ferris, Jennifer Teper",2
Presv & Consv Spec Colls Care,Bio Informatics Probs & Res,Undirected,51186,"['Information Organization', 'LIS', 'Theory Based']",,3,Presv & Consv Spec Colls Care,"['Information Organization', 'LIS', 'Theory Based']","Quinn Ferris, Jennifer Teper",3
Presv & Consv Spec Colls Care,Music Libnship & Bibliography,Undirected,51187,['LIS'],,1,Presv & Consv Spec Colls Care,['LIS'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Foundations of Data Curation,Undirected,51188,['Information Organization'],,1,Presv & Consv Spec Colls Care,['Information Organization'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Theory & Pract Data Cleaning,Undirected,51189,['Information Organization'],,1,Presv & Consv Spec Colls Care,['Information Organization'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,"Data, Stat, Info",Undirected,51190,['Information Organization'],,1,Presv & Consv Spec Colls Care,['Information Organization'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Sociotechnical Info Systems,Undirected,51191,['Information Organization'],,1,Presv & Consv Spec Colls Care,['Information Organization'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Info Srvcs Diverse Populations,Undirected,51192,['Theory Based'],,1,Presv & Consv Spec Colls Care,['Theory Based'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Library Buildings,Undirected,51193,['Theory Based'],,1,Presv & Consv Spec Colls Care,['Theory Based'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Digital Libraries,Undirected,51194,['Theory Based'],,1,Presv & Consv Spec Colls Care,['Theory Based'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Information Modeling,Undirected,51195,"['Information Organization', 'Theory Based']",,2,Presv & Consv Spec Colls Care,"['Information Organization', 'Theory Based']","Quinn Ferris, Jennifer Teper",2
Presv & Consv Spec Colls Care,Metadata in Theory & Practice,Undirected,51196,"['Information Organization', 'Theory Based']",,2,Presv & Consv Spec Colls Care,"['Information Organization', 'Theory Based']","Quinn Ferris, Jennifer Teper",2
Presv & Consv Spec Colls Care,Academic Librarianship,Undirected,51197,"['Information Organization', 'LIS']",,2,Presv & Consv Spec Colls Care,"['Information Organization', 'LIS']","Quinn Ferris, Jennifer Teper",2
Presv & Consv Spec Colls Care,Theological Librarianship,Undirected,51198,['LIS'],,1,Presv & Consv Spec Colls Care,['LIS'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Rare Book and Spec Colls,Undirected,51199,['LIS'],,1,Presv & Consv Spec Colls Care,['LIS'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Adm and Use Archival Materials,Undirected,51200,"['Information Organization', 'LIS', 'Theory Based']",,3,Presv & Consv Spec Colls Care,"['Information Organization', 'LIS', 'Theory Based']","Quinn Ferris, Jennifer Teper",3
Presv & Consv Spec Colls Care,Preserving Info Resources,Undirected,51201,"['Information Organization', 'LIS']",,2,Presv & Consv Spec Colls Care,"['Information Organization', 'LIS']","Quinn Ferris, Jennifer Teper",2
Presv & Consv Spec Colls Care,Digital Preservation,Undirected,51202,['LIS'],,1,Presv & Consv Spec Colls Care,['LIS'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,History and Foundations of LIS,Undirected,51203,['LIS'],,1,Presv & Consv Spec Colls Care,['LIS'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Issues Scholarly Communication,Undirected,51204,['LIS'],,1,Presv & Consv Spec Colls Care,['LIS'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,"Bookbinding: Hist, Princ, Prac",Undirected,51205,['Theory Based'],,1,Presv & Consv Spec Colls Care,['Theory Based'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Community Archives,Undirected,51206,"['Information Organization', 'Theory Based']",,2,Presv & Consv Spec Colls Care,"['Information Organization', 'Theory Based']","Quinn Ferris, Jennifer Teper",2
Presv & Consv Spec Colls Care,Comics: Advising Readers,Undirected,51207,['Theory Based'],,1,Presv & Consv Spec Colls Care,['Theory Based'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Digital Humanities,Undirected,51208,['Theory Based'],,1,Presv & Consv Spec Colls Care,['Theory Based'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Data Mining,Undirected,51209,['Information Organization'],,1,Presv & Consv Spec Colls Care,['Information Organization'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Computers and Cultures,Undirected,51210,"['Information Organization', 'Theory Based']",,2,Presv & Consv Spec Colls Care,"['Information Organization', 'Theory Based']","Quinn Ferris, Jennifer Teper",2
Presv & Consv Spec Colls Care,"Race, Gender & Info Technology",Undirected,51211,"['Information Organization', 'Theory Based']",,2,Presv & Consv Spec Colls Care,"['Information Organization', 'Theory Based']","Quinn Ferris, Jennifer Teper",2
Presv & Consv Spec Colls Care,Web Technologies & Techniques,Undirected,51212,['Information Organization'],,1,Presv & Consv Spec Colls Care,['Information Organization'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Storytelling,Undirected,51213,['Theory Based'],,1,Presv & Consv Spec Colls Care,['Theory Based'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,FOUNDATIONS OF INFO Processing,Undirected,51214,['Information Organization'],,1,Presv & Consv Spec Colls Care,['Information Organization'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Introduction to Data Science,Undirected,51215,['Information Organization'],,1,Presv & Consv Spec Colls Care,['Information Organization'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Instruc Strat Tech Info Prof,Undirected,51216,['Information Organization'],,1,Presv & Consv Spec Colls Care,['Information Organization'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Museum Informatics,Undirected,51217,['Information Organization'],,1,Presv & Consv Spec Colls Care,['Information Organization'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Information Assurance,Undirected,51218,"['LIS', 'Theory Based']",,2,Presv & Consv Spec Colls Care,"['LIS', 'Theory Based']","Quinn Ferris, Jennifer Teper",2
Presv & Consv Spec Colls Care,Introduction to Databases,Undirected,51219,['Information Organization'],,1,Presv & Consv Spec Colls Care,['Information Organization'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Global Health Informatics,Undirected,51221,"['Information Organization', 'Theory Based']",,2,Presv & Consv Spec Colls Care,"['Information Organization', 'Theory Based']","Quinn Ferris, Jennifer Teper",2
Presv & Consv Spec Colls Care,Geographic Information Systems,Undirected,51222,['Information Organization'],,1,Presv & Consv Spec Colls Care,['Information Organization'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Entrepreneurial IT Design,Undirected,51223,['Information Organization'],,1,Presv & Consv Spec Colls Care,['Information Organization'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Social Media and Global Change,Undirected,51224,['Information Organization'],,1,Presv & Consv Spec Colls Care,['Information Organization'],"Quinn Ferris, Jennifer Teper",1
Presv & Consv Spec Colls Care,Intro to Technology in LIS,Undirected,51225,"['Information Organization', 'LIS', 'Theory Based']",,3,Presv & Consv Spec Colls Care,"['Information Organization', 'LIS', 'Theory Based']","Quinn Ferris, Jennifer Teper",3
Presv & Consv Spec Colls Care,Info Org and Access,Undirected,51226,"['Information Organization', 'LIS']",,2,Presv & Consv Spec Colls Care,"['Information Organization', 'LIS']","Quinn Ferris, Jennifer Teper",2
Pro Comm Lib & other Info Pro,Practicum,Undirected,51227,['Practical Training'],,1,Pro Comm Lib & other Info Pro,['Practical Training'],Maria Bonn,1
Pro Comm Lib & other Info Pro,Information Sciences Practice,Undirected,51228,['Social Aspects'],,1,Pro Comm Lib & other Info Pro,['Social Aspects'],Maria Bonn,1
Pro Comm Lib & other Info Pro,Libraries Info and Society,Undirected,51229,"['Social Aspects', 'Practical Training']",,2,Pro Comm Lib & other Info Pro,"['Social Aspects', 'Practical Training']",Maria Bonn,2
Pro Comm Lib & other Info Pro,Media Literacy for Youth,Undirected,51230,['Social Aspects'],,1,Pro Comm Lib & other Info Pro,['Social Aspects'],Maria Bonn,1
Pro Comm Lib & other Info Pro,School Library Media CenterSummary,Undirected,51231,['Social Aspects'],,1,Pro Comm Lib & other Info Pro,['Social Aspects'],Maria Bonn,1
Pro Comm Lib & other Info Pro,Community Informatics,Undirected,51232,"['Presentation', 'Social Aspects']",,2,Pro Comm Lib & other Info Pro,"['Presentation', 'Social Aspects']",Maria Bonn,2
Pro Comm Lib & other Info Pro,"Literacy, Reading, and Readers",Undirected,51233,"['Presentation', 'Social Aspects']",,2,Pro Comm Lib & other Info Pro,"['Presentation', 'Social Aspects']",Maria Bonn,2
Pro Comm Lib & other Info Pro,Adult Popular Literature,Undirected,51234,"['Business', 'Social Aspects']",,2,Pro Comm Lib & other Info Pro,"['Business', 'Social Aspects']",Maria Bonn,2
Pro Comm Lib & other Info Pro,REEES Bibliog Research Methods,Undirected,51235,['Social Aspects'],,1,Pro Comm Lib & other Info Pro,['Social Aspects'],Maria Bonn,1
Pro Comm Lib & other Info Pro,Theory & Pract Data Cleaning,Undirected,51236,['Social Aspects'],,1,Pro Comm Lib & other Info Pro,['Social Aspects'],Maria Bonn,1
Pro Comm Lib & other Info Pro,Social Just Info Professions,Undirected,51237,['Social Aspects'],,1,Pro Comm Lib & other Info Pro,['Social Aspects'],Maria Bonn,1
Pro Comm Lib & other Info Pro,Info Srvcs Diverse Populations,Undirected,51238,['Social Aspects'],,1,Pro Comm Lib & other Info Pro,['Social Aspects'],Maria Bonn,1
Pro Comm Lib & other Info Pro,Library Buildings,Undirected,51239,['Practical Training'],,1,Pro Comm Lib & other Info Pro,['Practical Training'],Maria Bonn,1
Pro Comm Lib & other Info Pro,Network Analysis,Undirected,51240,['Social Aspects'],,1,Pro Comm Lib & other Info Pro,['Social Aspects'],Maria Bonn,1
Pro Comm Lib & other Info Pro,Digital Libraries,Undirected,51241,['Social Aspects'],,1,Pro Comm Lib & other Info Pro,['Social Aspects'],Maria Bonn,1
Pro Comm Lib & other Info Pro,Metadata in Theory & Practice,Undirected,51242,['Social Aspects'],,1,Pro Comm Lib & other Info Pro,['Social Aspects'],Maria Bonn,1
Pro Comm Lib & other Info Pro,Academic Librarianship,Undirected,51243,"['Social Aspects', 'Practical Training']",,2,Pro Comm Lib & other Info Pro,"['Social Aspects', 'Practical Training']",Maria Bonn,2
Pro Comm Lib & other Info Pro,Rare Book and Spec Colls,Undirected,51244,['Presentation'],,1,Pro Comm Lib & other Info Pro,['Presentation'],Maria Bonn,1
Pro Comm Lib & other Info Pro,Adm and Use Archival Materials,Undirected,51245,"['Business', 'Practical Training']",,2,Pro Comm Lib & other Info Pro,"['Business', 'Practical Training']",Maria Bonn,2
Pro Comm Lib & other Info Pro,Preserving Info Resources,Undirected,51246,['Business'],,1,Pro Comm Lib & other Info Pro,['Business'],Maria Bonn,1
Pro Comm Lib & other Info Pro,Issues Scholarly Communication,Undirected,51247,"['Presentation', 'Social Aspects']",,2,Pro Comm Lib & other Info Pro,"['Presentation', 'Social Aspects']",Maria Bonn,2
Pro Comm Lib & other Info Pro,Business Analytics,Undirected,51248,['Presentation'],,1,Pro Comm Lib & other Info Pro,['Presentation'],Maria Bonn,1
Pro Comm Lib & other Info Pro,"Bookbinding: Hist, Princ, Prac",Undirected,51249,"['Social Aspects', 'Practical Training']",,2,Pro Comm Lib & other Info Pro,"['Social Aspects', 'Practical Training']",Maria Bonn,2
Pro Comm Lib & other Info Pro,Community Archives,Undirected,51250,['Social Aspects'],,1,Pro Comm Lib & other Info Pro,['Social Aspects'],Maria Bonn,1
Pro Comm Lib & other Info Pro,Comics: Advising Readers,Undirected,51251,['Social Aspects'],,1,Pro Comm Lib & other Info Pro,['Social Aspects'],Maria Bonn,1
Pro Comm Lib & other Info Pro,Digital Humanities,Undirected,51252,"['Social Aspects', 'Practical Training']",,2,Pro Comm Lib & other Info Pro,"['Social Aspects', 'Practical Training']",Maria Bonn,2
Pro Comm Lib & other Info Pro,Computers and Cultures,Undirected,51253,"['Presentation', 'Social Aspects']",,2,Pro Comm Lib & other Info Pro,"['Presentation', 'Social Aspects']",Maria Bonn,2
Pro Comm Lib & other Info Pro,"Race, Gender & Info Technology",Undirected,51254,"['Presentation', 'Social Aspects']",,2,Pro Comm Lib & other Info Pro,"['Presentation', 'Social Aspects']",Maria Bonn,2
Pro Comm Lib & other Info Pro,Web Technologies & Techniques,Undirected,51255,"['Presentation', 'Social Aspects']",,2,Pro Comm Lib & other Info Pro,"['Presentation', 'Social Aspects']",Maria Bonn,2
Pro Comm Lib & other Info Pro,Lit and Resources Young Adults,Undirected,51256,['Social Aspects'],,1,Pro Comm Lib & other Info Pro,['Social Aspects'],Maria Bonn,1
Pro Comm Lib & other Info Pro,Storytelling,Undirected,51257,"['Presentation', 'Social Aspects']",,2,Pro Comm Lib & other Info Pro,"['Presentation', 'Social Aspects']",Maria Bonn,2
Pro Comm Lib & other Info Pro,Intro to Network Systems,Undirected,51258,['Social Aspects'],,1,Pro Comm Lib & other Info Pro,['Social Aspects'],Maria Bonn,1
Pro Comm Lib & other Info Pro,Museum Informatics,Undirected,51259,"['Presentation', 'Social Aspects']",,2,Pro Comm Lib & other Info Pro,"['Presentation', 'Social Aspects']",Maria Bonn,2
Pro Comm Lib & other Info Pro,Information Assurance,Undirected,51260,['Business'],,1,Pro Comm Lib & other Info Pro,['Business'],Maria Bonn,1
Pro Comm Lib & other Info Pro,Introduction to Databases,Undirected,51261,"['Presentation', 'Social Aspects']",,2,Pro Comm Lib & other Info Pro,"['Presentation', 'Social Aspects']",Maria Bonn,2
Pro Comm Lib & other Info Pro,Global Health Informatics,Undirected,51263,"['Presentation', 'Social Aspects']",,2,Pro Comm Lib & other Info Pro,"['Presentation', 'Social Aspects']",Maria Bonn,2
Pro Comm Lib & other Info Pro,Geographic Information Systems,Undirected,51264,"['Presentation', 'Business', 'Social Aspects']",,3,Pro Comm Lib & other Info Pro,"['Presentation', 'Business', 'Social Aspects']",Maria Bonn,3
Pro Comm Lib & other Info Pro,Entrepreneurial IT Design,Undirected,51265,"['Presentation', 'Social Aspects']",,2,Pro Comm Lib & other Info Pro,"['Presentation', 'Social Aspects']",Maria Bonn,2
Pro Comm Lib & other Info Pro,Social Media and Global Change,Undirected,51266,"['Presentation', 'Social Aspects']",,2,Pro Comm Lib & other Info Pro,"['Presentation', 'Social Aspects']",Maria Bonn,2
Pro Comm Lib & other Info Pro,Intro to Technology in LIS,Undirected,51267,"['Presentation', 'Social Aspects']",,2,Pro Comm Lib & other Info Pro,"['Presentation', 'Social Aspects']",Maria Bonn,2
Pro Comm Lib & other Info Pro,Info Org and Access,Undirected,51268,['Business'],,1,Pro Comm Lib & other Info Pro,['Business'],Maria Bonn,1
Progr Analytics & Data Process,Qualitative Methods Research,Undirected,51269,"['Tools', 'Analytics', 'LIS', 'Information Organization', 'Programming']",,5,Progr Analytics & Data Process,"['Tools', 'Analytics', 'LIS', 'Information Organization', 'Programming']",John Weible,5
Progr Analytics & Data Process,Self-Organizing Info Systems,Undirected,51270,['Information Organization'],,1,Progr Analytics & Data Process,['Information Organization'],John Weible,1
Progr Analytics & Data Process,Coll Dev for Spec Coll,Undirected,51271,['Information Organization'],,1,Progr Analytics & Data Process,['Information Organization'],John Weible,1
Progr Analytics & Data Process,Text Mining,Undirected,51272,['LIS'],,1,Progr Analytics & Data Process,['LIS'],John Weible,1
Progr Analytics & Data Process,Information Sciences Practice,Undirected,51273,"['Analytics', 'Information Organization']",,2,Progr Analytics & Data Process,"['Analytics', 'Information Organization']",John Weible,2
Progr Analytics & Data Process,Libraries Info and Society,Undirected,51274,"['Information Organization', 'LIS']",,2,Progr Analytics & Data Process,"['Information Organization', 'LIS']",John Weible,2
Progr Analytics & Data Process,Reference and Info Services,Undirected,51275,['LIS'],,1,Progr Analytics & Data Process,['LIS'],John Weible,1
Progr Analytics & Data Process,Intr to Bibliographic Metadata,Undirected,51276,['Information Organization'],,1,Progr Analytics & Data Process,['Information Organization'],John Weible,1
Progr Analytics & Data Process,Collection Development,Undirected,51277,['Information Organization'],,1,Progr Analytics & Data Process,['Information Organization'],John Weible,1
Progr Analytics & Data Process,Media Literacy for Youth,Undirected,51278,['LIS'],,1,Progr Analytics & Data Process,['LIS'],John Weible,1
Progr Analytics & Data Process,Community Informatics,Undirected,51279,['Information Organization'],,1,Progr Analytics & Data Process,['Information Organization'],John Weible,1
Progr Analytics & Data Process,Government Information,Undirected,51280,['LIS'],,1,Progr Analytics & Data Process,['LIS'],John Weible,1
Progr Analytics & Data Process,"Literacy, Reading, and Readers",Undirected,51281,['LIS'],,1,Progr Analytics & Data Process,['LIS'],John Weible,1
Progr Analytics & Data Process,Adult Popular Literature,Undirected,51282,"['Information Organization', 'LIS']",,2,Progr Analytics & Data Process,"['Information Organization', 'LIS']",John Weible,2
Progr Analytics & Data Process,REEES Bibliog Research Methods,Undirected,51283,['LIS'],,1,Progr Analytics & Data Process,['LIS'],John Weible,1
Progr Analytics & Data Process,Bio Informatics Probs & Res,Undirected,51284,"['Analytics', 'Information Organization', 'LIS']",,3,Progr Analytics & Data Process,"['Analytics', 'Information Organization', 'LIS']",John Weible,3
Progr Analytics & Data Process,Music Libnship & Bibliography,Undirected,51285,['LIS'],,1,Progr Analytics & Data Process,['LIS'],John Weible,1
Progr Analytics & Data Process,Foundations of Data Curation,Undirected,51286,['Information Organization'],,1,Progr Analytics & Data Process,['Information Organization'],John Weible,1
Progr Analytics & Data Process,Theory & Pract Data Cleaning,Undirected,51287,"['Analytics', 'Information Organization']",,2,Progr Analytics & Data Process,"['Analytics', 'Information Organization']",John Weible,2
Progr Analytics & Data Process,"Data, Stat, Info",Undirected,51288,"['Analytics', 'Information Organization']",,2,Progr Analytics & Data Process,"['Analytics', 'Information Organization']",John Weible,2
Progr Analytics & Data Process,Sociotechnical Info Systems,Undirected,51289,['Information Organization'],,1,Progr Analytics & Data Process,['Information Organization'],John Weible,1
Progr Analytics & Data Process,Library Buildings,Undirected,51290,['Analytics'],,1,Progr Analytics & Data Process,['Analytics'],John Weible,1
Progr Analytics & Data Process,Digital Libraries,Undirected,51291,['Tools'],,1,Progr Analytics & Data Process,['Tools'],John Weible,1
Progr Analytics & Data Process,Information Modeling,Undirected,51292,"['Tools', 'Programming', 'Information Organization']",,3,Progr Analytics & Data Process,"['Tools', 'Programming', 'Information Organization']",John Weible,3
Progr Analytics & Data Process,Metadata in Theory & Practice,Undirected,51293,['Information Organization'],,1,Progr Analytics & Data Process,['Information Organization'],John Weible,1
Progr Analytics & Data Process,Academic Librarianship,Undirected,51294,"['Information Organization', 'LIS']",,2,Progr Analytics & Data Process,"['Information Organization', 'LIS']",John Weible,2
Progr Analytics & Data Process,Theological Librarianship,Undirected,51295,['LIS'],,1,Progr Analytics & Data Process,['LIS'],John Weible,1
Progr Analytics & Data Process,Rare Book and Spec Colls,Undirected,51296,['LIS'],,1,Progr Analytics & Data Process,['LIS'],John Weible,1
Progr Analytics & Data Process,Adm and Use Archival Materials,Undirected,51297,"['Information Organization', 'LIS']",,2,Progr Analytics & Data Process,"['Information Organization', 'LIS']",John Weible,2
Progr Analytics & Data Process,Preserving Info Resources,Undirected,51298,"['Information Organization', 'LIS']",,2,Progr Analytics & Data Process,"['Information Organization', 'LIS']",John Weible,2
Progr Analytics & Data Process,Digital Preservation,Undirected,51299,['LIS'],,1,Progr Analytics & Data Process,['LIS'],John Weible,1
Progr Analytics & Data Process,History and Foundations of LIS,Undirected,51300,['LIS'],,1,Progr Analytics & Data Process,['LIS'],John Weible,1
Progr Analytics & Data Process,Issues Scholarly Communication,Undirected,51301,['LIS'],,1,Progr Analytics & Data Process,['LIS'],John Weible,1
Progr Analytics & Data Process,Business Analytics,Undirected,51302,"['Tools', 'Programming']",,2,Progr Analytics & Data Process,"['Tools', 'Programming']",John Weible,2
Progr Analytics & Data Process,Community Archives,Undirected,51303,['Information Organization'],,1,Progr Analytics & Data Process,['Information Organization'],John Weible,1
Progr Analytics & Data Process,Data Mining,Undirected,51304,"['Analytics', 'Information Organization']",,2,Progr Analytics & Data Process,"['Analytics', 'Information Organization']",John Weible,2
Progr Analytics & Data Process,Computers and Cultures,Undirected,51305,['Information Organization'],,1,Progr Analytics & Data Process,['Information Organization'],John Weible,1
Progr Analytics & Data Process,"Race, Gender & Info Technology",Undirected,51306,['Information Organization'],,1,Progr Analytics & Data Process,['Information Organization'],John Weible,1
Progr Analytics & Data Process,Web Technologies & Techniques,Undirected,51307,"['Programming', 'Information Organization']",,2,Progr Analytics & Data Process,"['Programming', 'Information Organization']",John Weible,2
Progr Analytics & Data Process,Intro to Network Systems,Undirected,51308,['Tools'],,1,Progr Analytics & Data Process,['Tools'],John Weible,1
Progr Analytics & Data Process,FOUNDATIONS OF INFO Processing,Undirected,51309,"['Programming', 'Information Organization']",,2,Progr Analytics & Data Process,"['Programming', 'Information Organization']",John Weible,2
Progr Analytics & Data Process,Introduction to Data Science,Undirected,51310,"['Programming', 'Information Organization']",,2,Progr Analytics & Data Process,"['Programming', 'Information Organization']",John Weible,2
Progr Analytics & Data Process,Instruc Strat Tech Info Prof,Undirected,51311,['Information Organization'],,1,Progr Analytics & Data Process,['Information Organization'],John Weible,1
Progr Analytics & Data Process,Museum Informatics,Undirected,51312,['Information Organization'],,1,Progr Analytics & Data Process,['Information Organization'],John Weible,1
Progr Analytics & Data Process,Information Assurance,Undirected,51313,"['Tools', 'LIS']",,2,Progr Analytics & Data Process,"['Tools', 'LIS']",John Weible,2
Progr Analytics & Data Process,Introduction to Databases,Undirected,51314,['Information Organization'],,1,Progr Analytics & Data Process,['Information Organization'],John Weible,1
Progr Analytics & Data Process,Geographic Information Systems,Undirected,51317,"['Tools', 'Information Organization']",,2,Progr Analytics & Data Process,"['Tools', 'Information Organization']",John Weible,2
Progr Analytics & Data Process,Entrepreneurial IT Design,Undirected,51318,"['Tools', 'Programming', 'Information Organization']",,3,Progr Analytics & Data Process,"['Tools', 'Programming', 'Information Organization']",John Weible,3
Progr Analytics & Data Process,Social Media and Global Change,Undirected,51319,['Information Organization'],,1,Progr Analytics & Data Process,['Information Organization'],John Weible,1
Progr Analytics & Data Process,Intro to Technology in LIS,Undirected,51320,"['Tools', 'Programming', 'Information Organization', 'LIS']",,4,Progr Analytics & Data Process,"['Tools', 'Programming', 'Information Organization', 'LIS']",John Weible,4
Progr Analytics & Data Process,Info Org and Access,Undirected,51321,"['Information Organization', 'LIS']",,2,Progr Analytics & Data Process,"['Information Organization', 'LIS']",John Weible,2
Qualitative Methods Research,Self-Organizing Info Systems,Undirected,51322,['Information Organization'],,1,Qualitative Methods Research,['Information Organization'],John Weible,1
Qualitative Methods Research,Coll Dev for Spec Coll,Undirected,51323,['Information Organization'],,1,Qualitative Methods Research,['Information Organization'],John Weible,1
Qualitative Methods Research,Text Mining,Undirected,51324,['LIS'],,1,Qualitative Methods Research,['LIS'],John Weible,1
Qualitative Methods Research,Information Sciences Practice,Undirected,51325,"['Analytics', 'Information Organization']",,2,Qualitative Methods Research,"['Analytics', 'Information Organization']",John Weible,2
Qualitative Methods Research,Libraries Info and Society,Undirected,51326,"['Information Organization', 'LIS']",,2,Qualitative Methods Research,"['Information Organization', 'LIS']",John Weible,2
Qualitative Methods Research,Reference and Info Services,Undirected,51327,['LIS'],,1,Qualitative Methods Research,['LIS'],John Weible,1
Qualitative Methods Research,Intr to Bibliographic Metadata,Undirected,51328,['Information Organization'],,1,Qualitative Methods Research,['Information Organization'],John Weible,1
Qualitative Methods Research,Collection Development,Undirected,51329,['Information Organization'],,1,Qualitative Methods Research,['Information Organization'],John Weible,1
Qualitative Methods Research,Media Literacy for Youth,Undirected,51330,['LIS'],,1,Qualitative Methods Research,['LIS'],John Weible,1
Qualitative Methods Research,Community Informatics,Undirected,51331,['Information Organization'],,1,Qualitative Methods Research,['Information Organization'],John Weible,1
Qualitative Methods Research,Government Information,Undirected,51332,['LIS'],,1,Qualitative Methods Research,['LIS'],John Weible,1
Qualitative Methods Research,"Literacy, Reading, and Readers",Undirected,51333,['LIS'],,1,Qualitative Methods Research,['LIS'],John Weible,1
Qualitative Methods Research,Adult Popular Literature,Undirected,51334,"['Information Organization', 'LIS']",,2,Qualitative Methods Research,"['Information Organization', 'LIS']",John Weible,2
Qualitative Methods Research,REEES Bibliog Research Methods,Undirected,51335,['LIS'],,1,Qualitative Methods Research,['LIS'],John Weible,1
Qualitative Methods Research,Bio Informatics Probs & Res,Undirected,51336,"['Analytics', 'Information Organization', 'LIS']",,3,Qualitative Methods Research,"['Analytics', 'Information Organization', 'LIS']",John Weible,3
Qualitative Methods Research,Music Libnship & Bibliography,Undirected,51337,['LIS'],,1,Qualitative Methods Research,['LIS'],John Weible,1
Qualitative Methods Research,Foundations of Data Curation,Undirected,51338,['Information Organization'],,1,Qualitative Methods Research,['Information Organization'],John Weible,1
