,CourseName,Edges,Source,Source_Course_Instructor,Target,Weights
396,Presv & Consv Spec Colls Care,['Information Organization'],Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper",Coll Dev for Spec Coll,1
397,Presv & Consv Spec Colls Care,"['Social Aspects', 'Information Organization']",Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper",Information Sciences Practice,2
398,Presv & Consv Spec Colls Care,"['Information Organization', 'Presentation', 'requiremnets research/user/consulting/synthesis', 'Social Aspects']",Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper",Community Informatics,4
399,Presv & Consv Spec Colls Care,"['Presentation', 'Social Aspects']",Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper"," Literacy, Reading, and Readers",2
400,Presv & Consv Spec Colls Care,"['Information Organization', 'Business', 'requiremnets research/user/consulting/synthesis', 'Social Aspects']",Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper", Adult Popular Literature,4
401,Presv & Consv Spec Colls Care,['Social Aspects'],Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper", REEES Bibliog Research Methods,1
402,Presv & Consv Spec Colls Care,['Information Organization'],Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper", Bio Informatics Probs & Res,1
403,Presv & Consv Spec Colls Care,['Information Organization'],Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper", Foundations of Data Curation,1
404,Presv & Consv Spec Colls Care,['requiremnets research/user/consulting/synthesis'],Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper",Applied Business Research,1
405,Presv & Consv Spec Colls Care,['Social Aspects'],Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper", Social Just Info Professions,1
406,Presv & Consv Spec Colls Care,['Social Aspects'],Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper", Info Srvcs Diverse Populations,1
407,Presv & Consv Spec Colls Care,['Social Aspects'],Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper", Network Analysis,1
408,Presv & Consv Spec Colls Care,"['requiremnets research/user/consulting/synthesis', 'Social Aspects']",Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper", Digital Libraries,2
409,Presv & Consv Spec Colls Care,"['Social Aspects', 'Information Organization']",Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper", Metadata in Theory & Practice,2
410,Presv & Consv Spec Colls Care,"['Information Organization', 'Social Aspects']",Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper", Academic Librarianship,2
411,Presv & Consv Spec Colls Care,['Presentation'],Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper", Rare Book and Spec Colls,1
412,Presv & Consv Spec Colls Care,"['Business', 'Information Organization']",Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper", Adm and Use Archival Materials,2
413,Presv & Consv Spec Colls Care,"['Business', 'Information Organization']",Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper", Preserving Info Resources,2
414,Presv & Consv Spec Colls Care,"['Presentation', 'Social Aspects']",Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper", Issues Scholarly Communication,2
415,Presv & Consv Spec Colls Care,['Presentation'],Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper", Business Analytics,1
416,Presv & Consv Spec Colls Care,['Social Aspects'],Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper"," Bookbinding: Hist, Princ, Prac",1
417,Presv & Consv Spec Colls Care,"['Social Aspects', 'Information Organization']",Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper", Community Archives,2
418,Presv & Consv Spec Colls Care,"['requiremnets research/user/consulting/synthesis', 'Social Aspects']",Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper", Comics: Advising Readers,2
419,Presv & Consv Spec Colls Care,['Social Aspects'],Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper", Digital Humanities,1
420,Presv & Consv Spec Colls Care,['Information Organization'],Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper", Data Mining,1
421,Presv & Consv Spec Colls Care,"['Information Organization', 'Presentation', 'Social Aspects']",Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper",Computers and Cultures,3
422,Presv & Consv Spec Colls Care,"['Information Organization', 'Presentation', 'Social Aspects']",Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper","Race, Gender & Info Technology",3
423,Presv & Consv Spec Colls Care,['Information Organization'],Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper", Instruc Strat Tech Info Prof,1
424,Presv & Consv Spec Colls Care,"['Information Organization', 'Presentation', 'Social Aspects']",Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper", Introduction to Databases,3
425,Presv & Consv Spec Colls Care,"['Information Organization', 'Presentation', 'Social Aspects']",Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper",Introduction to Databases,3
426,Presv & Consv Spec Colls Care,"['Information Organization', 'Presentation', 'Social Aspects']",Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper", Global Health Informatics,3
427,Presv & Consv Spec Colls Care,"['Information Organization', 'Presentation', 'Social Aspects']",Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper",Entrepreneurial IT Design,3
428,Presv & Consv Spec Colls Care,"['Information Organization', 'Presentation', 'Social Aspects']",Presv & Consv Spec Colls Care,"Quinn Ferris, Jennifer Teper", Intro to Technology in LIS,3
429,Pro Comm Lib & other Info Pro,"['Analytics', 'Information Organization']",Pro Comm Lib & other Info Pro,Maria Bonn,Qualitative Methods Research,2
430,Pro Comm Lib & other Info Pro,['Information Organization'],Pro Comm Lib & other Info Pro,Maria Bonn,Self-Organizing Info Systems,1
431,Pro Comm Lib & other Info Pro,['Information Organization'],Pro Comm Lib & other Info Pro,Maria Bonn,Coll Dev for Spec Coll,1
432,Pro Comm Lib & other Info Pro,"['Analytics', 'Information Organization']",Pro Comm Lib & other Info Pro,Maria Bonn,Information Sciences Practice,2
433,Pro Comm Lib & other Info Pro,"['Information Organization', 'Teaching']",Pro Comm Lib & other Info Pro,Maria Bonn,Community Informatics,2
434,Pro Comm Lib & other Info Pro,['Teaching'],Pro Comm Lib & other Info Pro,Maria Bonn," Literacy, Reading, and Readers",1
435,Pro Comm Lib & other Info Pro,['Information Organization'],Pro Comm Lib & other Info Pro,Maria Bonn, Adult Popular Literature,1
436,Pro Comm Lib & other Info Pro,"['Analytics', 'Information Organization']",Pro Comm Lib & other Info Pro,Maria Bonn, Bio Informatics Probs & Res,2
437,Pro Comm Lib & other Info Pro,"['Information Organization', 'Teaching']",Pro Comm Lib & other Info Pro,Maria Bonn, Foundations of Data Curation,2
438,Pro Comm Lib & other Info Pro,['Teaching'],Pro Comm Lib & other Info Pro,Maria Bonn, Info Srvcs Diverse Populations,1
439,Pro Comm Lib & other Info Pro,['Analytics'],Pro Comm Lib & other Info Pro,Maria Bonn, Library Buildings,1
440,Pro Comm Lib & other Info Pro,['Information Organization'],Pro Comm Lib & other Info Pro,Maria Bonn, Metadata in Theory & Practice,1
441,Pro Comm Lib & other Info Pro,"['Information Organization', 'Teaching']",Pro Comm Lib & other Info Pro,Maria Bonn, Academic Librarianship,2
442,Pro Comm Lib & other Info Pro,['Information Organization'],Pro Comm Lib & other Info Pro,Maria Bonn, Adm and Use Archival Materials,1
443,Pro Comm Lib & other Info Pro,['Information Organization'],Pro Comm Lib & other Info Pro,Maria Bonn, Preserving Info Resources,1
444,Pro Comm Lib & other Info Pro,['Teaching'],Pro Comm Lib & other Info Pro,Maria Bonn, Issues Scholarly Communication,1
445,Pro Comm Lib & other Info Pro,['Information Organization'],Pro Comm Lib & other Info Pro,Maria Bonn, Community Archives,1
446,Pro Comm Lib & other Info Pro,"['Analytics', 'Information Organization']",Pro Comm Lib & other Info Pro,Maria Bonn, Data Mining,2
447,Pro Comm Lib & other Info Pro,['Information Organization'],Pro Comm Lib & other Info Pro,Maria Bonn,Computers and Cultures,1
448,Pro Comm Lib & other Info Pro,['Information Organization'],Pro Comm Lib & other Info Pro,Maria Bonn,"Race, Gender & Info Technology",1
449,Pro Comm Lib & other Info Pro,"['Information Organization', 'Teaching']",Pro Comm Lib & other Info Pro,Maria Bonn, Instruc Strat Tech Info Prof,2
450,Pro Comm Lib & other Info Pro,['Information Organization'],Pro Comm Lib & other Info Pro,Maria Bonn, Introduction to Databases,1
451,Pro Comm Lib & other Info Pro,['Information Organization'],Pro Comm Lib & other Info Pro,Maria Bonn,Introduction to Databases,1
452,Pro Comm Lib & other Info Pro,"['Information Organization', 'Teaching']",Pro Comm Lib & other Info Pro,Maria Bonn, Global Health Informatics,2
453,Pro Comm Lib & other Info Pro,['Information Organization'],Pro Comm Lib & other Info Pro,Maria Bonn,Entrepreneurial IT Design,1
454,Pro Comm Lib & other Info Pro,['Information Organization'],Pro Comm Lib & other Info Pro,Maria Bonn, Intro to Technology in LIS,1
455,Pro Comm Lib & other Info Pro,['Teaching'],Pro Comm Lib & other Info Pro,Maria Bonn,Student Teaching Seminar,1
456,Qualitative Methods Research,['requiremnets research/user/consulting/synthesis'],Qualitative Methods Research,John Weible,Self-Organizing Info Systems,1
457,Qualitative Methods Research,['Theory Based'],Qualitative Methods Research,John Weible,Text Mining,1
458,Qualitative Methods Research,['Social Aspects'],Qualitative Methods Research,John Weible,Information Sciences Practice,1
459,Qualitative Methods Research,"['Presentation', 'requiremnets research/user/consulting/synthesis', 'Social Aspects', 'Teaching']",Qualitative Methods Research,John Weible,Community Informatics,4
460,Qualitative Methods Research,"['Teaching', 'Presentation', 'Social Aspects', 'Theory Based']",Qualitative Methods Research,John Weible," Literacy, Reading, and Readers",4
461,Qualitative Methods Research,"['requiremnets research/user/consulting/synthesis', 'Social Aspects', 'Theory Based']",Qualitative Methods Research,John Weible, Adult Popular Literature,3
462,Qualitative Methods Research,"['Social Aspects', 'Theory Based']",Qualitative Methods Research,John Weible, REEES Bibliog Research Methods,2
463,Qualitative Methods Research,['Theory Based'],Qualitative Methods Research,John Weible, Bio Informatics Probs & Res,1
464,Qualitative Methods Research,['Teaching'],Qualitative Methods Research,John Weible, Foundations of Data Curation,1
465,Qualitative Methods Research,['requiremnets research/user/consulting/synthesis'],Qualitative Methods Research,John Weible,Applied Business Research,1
466,Qualitative Methods Research,['Social Aspects'],Qualitative Methods Research,John Weible, Social Just Info Professions,1
467,Qualitative Methods Research,"['Teaching', 'Social Aspects', 'Theory Based']",Qualitative Methods Research,John Weible, Info Srvcs Diverse Populations,3
468,Qualitative Methods Research,"['Practical Training', 'Theory Based']",Qualitative Methods Research,John Weible, Library Buildings,2
469,Qualitative Methods Research,['Social Aspects'],Qualitative Methods Research,John Weible, Network Analysis,1
470,Qualitative Methods Research,"['requiremnets research/user/consulting/synthesis', 'Social Aspects', 'Theory Based']",Qualitative Methods Research,John Weible, Digital Libraries,3
471,Qualitative Methods Research,"['Social Aspects', 'Theory Based']",Qualitative Methods Research,John Weible, Metadata in Theory & Practice,2
472,Qualitative Methods Research,"['Social Aspects', 'Practical Training', 'Teaching']",Qualitative Methods Research,John Weible, Academic Librarianship,3
473,Qualitative Methods Research,['Presentation'],Qualitative Methods Research,John Weible, Rare Book and Spec Colls,1
474,Qualitative Methods Research,"['Practical Training', 'Theory Based']",Qualitative Methods Research,John Weible, Adm and Use Archival Materials,2
475,Qualitative Methods Research,"['Presentation', 'Social Aspects', 'Teaching']",Qualitative Methods Research,John Weible, Issues Scholarly Communication,3
476,Qualitative Methods Research,['Presentation'],Qualitative Methods Research,John Weible, Business Analytics,1
477,Qualitative Methods Research,"['Social Aspects', 'Practical Training', 'Theory Based']",Qualitative Methods Research,John Weible," Bookbinding: Hist, Princ, Prac",3
478,Qualitative Methods Research,"['Social Aspects', 'Theory Based']",Qualitative Methods Research,John Weible, Community Archives,2
479,Qualitative Methods Research,"['requiremnets research/user/consulting/synthesis', 'Social Aspects', 'Theory Based']",Qualitative Methods Research,John Weible, Comics: Advising Readers,3
480,Qualitative Methods Research,"['Social Aspects', 'Practical Training', 'Theory Based']",Qualitative Methods Research,John Weible, Digital Humanities,3
481,Qualitative Methods Research,"['Presentation', 'Social Aspects', 'Theory Based']",Qualitative Methods Research,John Weible,Computers and Cultures,3
482,Qualitative Methods Research,"['Presentation', 'Social Aspects', 'Theory Based']",Qualitative Methods Research,John Weible,"Race, Gender & Info Technology",3
483,Qualitative Methods Research,['Teaching'],Qualitative Methods Research,John Weible, Instruc Strat Tech Info Prof,1
484,Qualitative Methods Research,"['Presentation', 'Social Aspects']",Qualitative Methods Research,John Weible, Introduction to Databases,2
485,Qualitative Methods Research,"['Presentation', 'Social Aspects']",Qualitative Methods Research,John Weible,Introduction to Databases,2
486,Qualitative Methods Research,"['Teaching', 'Presentation', 'Social Aspects', 'Theory Based']",Qualitative Methods Research,John Weible, Global Health Informatics,4
487,Qualitative Methods Research,"['Presentation', 'Social Aspects']",Qualitative Methods Research,John Weible,Entrepreneurial IT Design,2
488,Qualitative Methods Research,"['Presentation', 'Social Aspects', 'Theory Based']",Qualitative Methods Research,John Weible, Intro to Technology in LIS,3
489,Qualitative Methods Research,['Teaching'],Qualitative Methods Research,John Weible,Student Teaching Seminar,1
490,Self-Organizing Info Systems,['Social Aspects'],Self-Organizing Info Systems,Lori Kendall,Information Sciences Practice,1
491,Self-Organizing Info Systems,['Social Aspects'],Self-Organizing Info Systems,Lori Kendall,Community Informatics,1
492,Self-Organizing Info Systems,['Social Aspects'],Self-Organizing Info Systems,Lori Kendall," Literacy, Reading, and Readers",1
493,Self-Organizing Info Systems,"['Media', 'Social Aspects']",Self-Organizing Info Systems,Lori Kendall, Adult Popular Literature,2
494,Self-Organizing Info Systems,['Social Aspects'],Self-Organizing Info Systems,Lori Kendall, REEES Bibliog Research Methods,1
495,Self-Organizing Info Systems,['Social Aspects'],Self-Organizing Info Systems,Lori Kendall, Social Just Info Professions,1
496,Self-Organizing Info Systems,['Social Aspects'],Self-Organizing Info Systems,Lori Kendall, Info Srvcs Diverse Populations,1
497,Self-Organizing Info Systems,"['Media', 'Social Aspects']",Self-Organizing Info Systems,Lori Kendall, Network Analysis,2
498,Self-Organizing Info Systems,['Social Aspects'],Self-Organizing Info Systems,Lori Kendall, Digital Libraries,1
499,Self-Organizing Info Systems,['Social Aspects'],Self-Organizing Info Systems,Lori Kendall, Metadata in Theory & Practice,1
500,Self-Organizing Info Systems,['Social Aspects'],Self-Organizing Info Systems,Lori Kendall, Academic Librarianship,1
501,Self-Organizing Info Systems,"['Media', 'Social Aspects']",Self-Organizing Info Systems,Lori Kendall, Issues Scholarly Communication,2
502,Self-Organizing Info Systems,['Social Aspects'],Self-Organizing Info Systems,Lori Kendall," Bookbinding: Hist, Princ, Prac",1
503,Self-Organizing Info Systems,['Social Aspects'],Self-Organizing Info Systems,Lori Kendall, Community Archives,1
504,Self-Organizing Info Systems,"['Media', 'Social Aspects']",Self-Organizing Info Systems,Lori Kendall, Comics: Advising Readers,2
505,Self-Organizing Info Systems,['Social Aspects'],Self-Organizing Info Systems,Lori Kendall, Digital Humanities,1
506,Self-Organizing Info Systems,"['Media', 'Social Aspects']",Self-Organizing Info Systems,Lori Kendall,Computers and Cultures,2
507,Self-Organizing Info Systems,['Social Aspects'],Self-Organizing Info Systems,Lori Kendall,"Race, Gender & Info Technology",1
508,Self-Organizing Info Systems,['Social Aspects'],Self-Organizing Info Systems,Lori Kendall, Introduction to Databases,1
509,Self-Organizing Info Systems,['Social Aspects'],Self-Organizing Info Systems,Lori Kendall,Introduction to Databases,1
510,Self-Organizing Info Systems,['Social Aspects'],Self-Organizing Info Systems,Lori Kendall, Global Health Informatics,1
511,Self-Organizing Info Systems,['Social Aspects'],Self-Organizing Info Systems,Lori Kendall,Entrepreneurial IT Design,1
512,Self-Organizing Info Systems,['Social Aspects'],Self-Organizing Info Systems,Lori Kendall, Intro to Technology in LIS,1
513,Coll Dev for Spec Coll,"['LIS', 'Theory Based']",Coll Dev for Spec Coll,Les Gasser,Text Mining,2
514,Coll Dev for Spec Coll,['Information Organization'],Coll Dev for Spec Coll,Les Gasser,Information Sciences Practice,1
515,Coll Dev for Spec Coll,['Information Organization'],Coll Dev for Spec Coll,Les Gasser,Community Informatics,1
516,Coll Dev for Spec Coll,['LIS'],Coll Dev for Spec Coll,Les Gasser, Government Information,1
517,Coll Dev for Spec Coll,"['LIS', 'Theory Based']",Coll Dev for Spec Coll,Les Gasser," Literacy, Reading, and Readers",2
518,Coll Dev for Spec Coll,"['Information Organization', 'LIS', 'Theory Based']",Coll Dev for Spec Coll,Les Gasser, Adult Popular Literature,3
519,Coll Dev for Spec Coll,"['LIS', 'Theory Based']",Coll Dev for Spec Coll,Les Gasser, REEES Bibliog Research Methods,2
520,Coll Dev for Spec Coll,"['Information Organization', 'LIS', 'Theory Based']",Coll Dev for Spec Coll,Les Gasser, Bio Informatics Probs & Res,3
521,Coll Dev for Spec Coll,['LIS'],Coll Dev for Spec Coll,Les Gasser, Music Libnship & Bibliography,1
522,Coll Dev for Spec Coll,['Information Organization'],Coll Dev for Spec Coll,Les Gasser, Foundations of Data Curation,1
523,Coll Dev for Spec Coll,['Theory Based'],Coll Dev for Spec Coll,Les Gasser, Info Srvcs Diverse Populations,1
524,Coll Dev for Spec Coll,['Theory Based'],Coll Dev for Spec Coll,Les Gasser, Library Buildings,1
525,Coll Dev for Spec Coll,['Theory Based'],Coll Dev for Spec Coll,Les Gasser, Digital Libraries,1
526,Coll Dev for Spec Coll,"['Information Organization', 'Theory Based']",Coll Dev for Spec Coll,Les Gasser, Metadata in Theory & Practice,2
527,Coll Dev for Spec Coll,"['Information Organization', 'LIS']",Coll Dev for Spec Coll,Les Gasser, Academic Librarianship,2
528,Coll Dev for Spec Coll,['LIS'],Coll Dev for Spec Coll,Les Gasser, Theological Librarianship,1
529,Coll Dev for Spec Coll,['LIS'],Coll Dev for Spec Coll,Les Gasser, Rare Book and Spec Colls,1
530,Coll Dev for Spec Coll,"['Information Organization', 'LIS', 'Theory Based']",Coll Dev for Spec Coll,Les Gasser, Adm and Use Archival Materials,3
531,Coll Dev for Spec Coll,"['Information Organization', 'LIS']",Coll Dev for Spec Coll,Les Gasser, Preserving Info Resources,2
532,Coll Dev for Spec Coll,['LIS'],Coll Dev for Spec Coll,Les Gasser, History and Foundations of LIS,1
533,Coll Dev for Spec Coll,['LIS'],Coll Dev for Spec Coll,Les Gasser, Issues Scholarly Communication,1
534,Coll Dev for Spec Coll,['Theory Based'],Coll Dev for Spec Coll,Les Gasser," Bookbinding: Hist, Princ, Prac",1
535,Coll Dev for Spec Coll,"['Information Organization', 'Theory Based']",Coll Dev for Spec Coll,Les Gasser, Community Archives,2
536,Coll Dev for Spec Coll,['Theory Based'],Coll Dev for Spec Coll,Les Gasser, Comics: Advising Readers,1
537,Coll Dev for Spec Coll,['Theory Based'],Coll Dev for Spec Coll,Les Gasser, Digital Humanities,1
538,Coll Dev for Spec Coll,['Information Organization'],Coll Dev for Spec Coll,Les Gasser, Data Mining,1
539,Coll Dev for Spec Coll,"['Information Organization', 'Theory Based']",Coll Dev for Spec Coll,Les Gasser,Computers and Cultures,2
540,Coll Dev for Spec Coll,"['Information Organization', 'Theory Based']",Coll Dev for Spec Coll,Les Gasser,"Race, Gender & Info Technology",2
541,Coll Dev for Spec Coll,['Information Organization'],Coll Dev for Spec Coll,Les Gasser, Instruc Strat Tech Info Prof,1
542,Coll Dev for Spec Coll,['Information Organization'],Coll Dev for Spec Coll,Les Gasser, Introduction to Databases,1
543,Coll Dev for Spec Coll,['Information Organization'],Coll Dev for Spec Coll,Les Gasser,Introduction to Databases,1
544,Coll Dev for Spec Coll,"['Information Organization', 'Theory Based']",Coll Dev for Spec Coll,Les Gasser, Global Health Informatics,2
545,Coll Dev for Spec Coll,['Information Organization'],Coll Dev for Spec Coll,Les Gasser,Entrepreneurial IT Design,1
546,Coll Dev for Spec Coll,"['Information Organization', 'LIS', 'Theory Based']",Coll Dev for Spec Coll,Les Gasser, Intro to Technology in LIS,3
547,Text Mining,['Social Aspects'],Text Mining,Sidney Berger,Information Sciences Practice,1
548,Text Mining,"['Presentation', 'Social Aspects']",Text Mining,Sidney Berger,Community Informatics,2
549,Text Mining,"['Presentation', 'Social Aspects']",Text Mining,Sidney Berger," Literacy, Reading, and Readers",2
550,Text Mining,"['Business', 'Social Aspects']",Text Mining,Sidney Berger, Adult Popular Literature,2
551,Text Mining,['Social Aspects'],Text Mining,Sidney Berger, REEES Bibliog Research Methods,1
552,Text Mining,['Social Aspects'],Text Mining,Sidney Berger, Social Just Info Professions,1
553,Text Mining,['Social Aspects'],Text Mining,Sidney Berger, Info Srvcs Diverse Populations,1
554,Text Mining,['Practical Training'],Text Mining,Sidney Berger, Library Buildings,1
555,Text Mining,['Social Aspects'],Text Mining,Sidney Berger, Network Analysis,1
556,Text Mining,['Social Aspects'],Text Mining,Sidney Berger, Digital Libraries,1
557,Text Mining,['Social Aspects'],Text Mining,Sidney Berger, Metadata in Theory & Practice,1
558,Text Mining,"['Social Aspects', 'Practical Training']",Text Mining,Sidney Berger, Academic Librarianship,2
559,Text Mining,['Presentation'],Text Mining,Sidney Berger, Rare Book and Spec Colls,1
560,Text Mining,"['Business', 'Practical Training']",Text Mining,Sidney Berger, Adm and Use Archival Materials,2
561,Text Mining,['Business'],Text Mining,Sidney Berger, Preserving Info Resources,1
562,Text Mining,"['Presentation', 'Social Aspects']",Text Mining,Sidney Berger, Issues Scholarly Communication,2
563,Text Mining,['Presentation'],Text Mining,Sidney Berger, Business Analytics,1
564,Text Mining,"['Social Aspects', 'Practical Training']",Text Mining,Sidney Berger," Bookbinding: Hist, Princ, Prac",2
565,Text Mining,['Social Aspects'],Text Mining,Sidney Berger, Community Archives,1
566,Text Mining,['Social Aspects'],Text Mining,Sidney Berger, Comics: Advising Readers,1
567,Text Mining,"['Social Aspects', 'Practical Training']",Text Mining,Sidney Berger, Digital Humanities,2
568,Text Mining,"['Presentation', 'Social Aspects']",Text Mining,Sidney Berger,Computers and Cultures,2
569,Text Mining,"['Presentation', 'Social Aspects']",Text Mining,Sidney Berger,"Race, Gender & Info Technology",2
570,Text Mining,"['Presentation', 'Social Aspects']",Text Mining,Sidney Berger, Introduction to Databases,2
571,Text Mining,"['Presentation', 'Social Aspects']",Text Mining,Sidney Berger,Introduction to Databases,2
572,Text Mining,"['Presentation', 'Social Aspects']",Text Mining,Sidney Berger, Global Health Informatics,2
573,Text Mining,"['Presentation', 'Social Aspects']",Text Mining,Sidney Berger,Entrepreneurial IT Design,2
574,Text Mining,"['Presentation', 'Social Aspects']",Text Mining,Sidney Berger, Intro to Technology in LIS,2
575,Information Sciences Practice,['Information Organization'],Information Sciences Practice,Catherine Blake,Community Informatics,1
576,Information Sciences Practice,['LIS'],Information Sciences Practice,Catherine Blake, Government Information,1
577,Information Sciences Practice,['LIS'],Information Sciences Practice,Catherine Blake," Literacy, Reading, and Readers",1
578,Information Sciences Practice,"['Information Organization', 'LIS']",Information Sciences Practice,Catherine Blake, Adult Popular Literature,2
579,Information Sciences Practice,['LIS'],Information Sciences Practice,Catherine Blake, REEES Bibliog Research Methods,1
580,Information Sciences Practice,"['Analytics', 'Information Organization', 'LIS']",Information Sciences Practice,Catherine Blake, Bio Informatics Probs & Res,3
581,Information Sciences Practice,['LIS'],Information Sciences Practice,Catherine Blake, Music Libnship & Bibliography,1
582,Information Sciences Practice,['Information Organization'],Information Sciences Practice,Catherine Blake, Foundations of Data Curation,1
583,Information Sciences Practice,['Analytics'],Information Sciences Practice,Catherine Blake, Library Buildings,1
584,Information Sciences Practice,['Tools'],Information Sciences Practice,Catherine Blake, Digital Libraries,1
585,Information Sciences Practice,['Information Organization'],Information Sciences Practice,Catherine Blake, Metadata in Theory & Practice,1
586,Information Sciences Practice,"['Information Organization', 'LIS']",Information Sciences Practice,Catherine Blake, Academic Librarianship,2
587,Information Sciences Practice,['LIS'],Information Sciences Practice,Catherine Blake, Theological Librarianship,1
588,Information Sciences Practice,['LIS'],Information Sciences Practice,Catherine Blake, Rare Book and Spec Colls,1
589,Information Sciences Practice,"['Information Organization', 'LIS']",Information Sciences Practice,Catherine Blake, Adm and Use Archival Materials,2
590,Information Sciences Practice,"['Information Organization', 'LIS']",Information Sciences Practice,Catherine Blake, Preserving Info Resources,2
591,Information Sciences Practice,['LIS'],Information Sciences Practice,Catherine Blake, History and Foundations of LIS,1
592,Information Sciences Practice,['LIS'],Information Sciences Practice,Catherine Blake, Issues Scholarly Communication,1
593,Information Sciences Practice,"['Tools', 'Programming']",Information Sciences Practice,Catherine Blake, Business Analytics,2
594,Information Sciences Practice,['Information Organization'],Information Sciences Practice,Catherine Blake, Community Archives,1
595,Information Sciences Practice,"['Analytics', 'Information Organization']",Information Sciences Practice,Catherine Blake, Data Mining,2
596,Information Sciences Practice,['Information Organization'],Information Sciences Practice,Catherine Blake,Computers and Cultures,1
597,Information Sciences Practice,['Information Organization'],Information Sciences Practice,Catherine Blake,"Race, Gender & Info Technology",1
598,Information Sciences Practice,['Information Organization'],Information Sciences Practice,Catherine Blake, Instruc Strat Tech Info Prof,1
599,Information Sciences Practice,"['Programming', 'Information Organization']",Information Sciences Practice,Catherine Blake, Introduction to Databases,2
600,Information Sciences Practice,['Information Organization'],Information Sciences Practice,Catherine Blake,Introduction to Databases,1
601,Information Sciences Practice,"['Tools', 'Information Organization']",Information Sciences Practice,Catherine Blake, Global Health Informatics,2
602,Information Sciences Practice,"['Tools', 'Programming', 'Information Organization']",Information Sciences Practice,Catherine Blake,Entrepreneurial IT Design,3
603,Information Sciences Practice,"['Tools', 'Programming', 'Information Organization', 'LIS']",Information Sciences Practice,Catherine Blake, Intro to Technology in LIS,4
604,Community Informatics,['LIS'],Community Informatics,Kate Williams, Government Information,1
605,Community Informatics,['LIS'],Community Informatics,Kate Williams," Literacy, Reading, and Readers",1
606,Community Informatics,"['Information Organization', 'LIS']",Community Informatics,Kate Williams, Adult Popular Literature,2
607,Community Informatics,['LIS'],Community Informatics,Kate Williams, REEES Bibliog Research Methods,1
608,Community Informatics,"['Analytics', 'Information Organization', 'LIS']",Community Informatics,Kate Williams, Bio Informatics Probs & Res,3
609,Community Informatics,['LIS'],Community Informatics,Kate Williams, Music Libnship & Bibliography,1
610,Community Informatics,['Information Organization'],Community Informatics,Kate Williams, Foundations of Data Curation,1
611,Community Informatics,['Analytics'],Community Informatics,Kate Williams, Library Buildings,1
612,Community Informatics,['Tools'],Community Informatics,Kate Williams, Digital Libraries,1
613,Community Informatics,['Information Organization'],Community Informatics,Kate Williams, Metadata in Theory & Practice,1
614,Community Informatics,"['Information Organization', 'LIS']",Community Informatics,Kate Williams, Academic Librarianship,2
615,Community Informatics,['LIS'],Community Informatics,Kate Williams, Theological Librarianship,1
616,Community Informatics,['LIS'],Community Informatics,Kate Williams, Rare Book and Spec Colls,1
617,Community Informatics,"['Information Organization', 'LIS']",Community Informatics,Kate Williams, Adm and Use Archival Materials,2
618,Community Informatics,"['Information Organization', 'LIS']",Community Informatics,Kate Williams, Preserving Info Resources,2
619,Community Informatics,['LIS'],Community Informatics,Kate Williams, History and Foundations of LIS,1
620,Community Informatics,['LIS'],Community Informatics,Kate Williams, Issues Scholarly Communication,1
621,Community Informatics,"['Tools', 'Programming']",Community Informatics,Kate Williams, Business Analytics,2
622,Community Informatics,['Information Organization'],Community Informatics,Kate Williams, Community Archives,1
623,Community Informatics,"['Analytics', 'Information Organization']",Community Informatics,Kate Williams, Data Mining,2
624,Community Informatics,['Information Organization'],Community Informatics,Kate Williams,Computers and Cultures,1
