,CourseName,Edges,Source,Source_Course_Instructor,Target,Weights
0,Data Visualization,"['Presentation', 'Information Organization']",Data Visualization,Matthew Turk,Data Warehousing and BI,2
1,Data Visualization,"['Information Organization', 'Teaching']",Data Visualization,Matthew Turk,E-Learning,2
2,Data Visualization,"['Tools', 'Teaching']",Data Visualization,Matthew Turk,Global Health Informatics,2
3,Data Visualization,"['Information Organization', 'Teaching']",Data Visualization,Matthew Turk,"Local, Regional, Global IS",2
4,Data Visualization,"['Tools', 'Information Organization']",Data Visualization,Matthew Turk,Expl Info Know Mgmt Strategies,2
5,Data Visualization,"['Presentation', 'Information Organization']",Data Visualization,Matthew Turk,Information Service Marketing,2
6,Data Visualization,"['Information Organization', 'Teaching']",Data Visualization,Matthew Turk,Methods for Data Science,2
7,Data Visualization,"['Presentation', 'Teaching']",Data Visualization,Matthew Turk,Oral History,2
8,Data Visualization,['Information Organization'],Data Visualization,Matthew Turk,Presv & Consv Spec Colls Care,1
9,Data Visualization,['Presentation'],Data Visualization,Matthew Turk,Pro Comm Lib & other Info Pro,1
10,Data Visualization,"['Tools', 'Programming', 'Information Organization']",Data Visualization,Matthew Turk,Qualitative Methods Research,3
11,Data Visualization,['Information Organization'],Data Visualization,Matthew Turk,Self-Organizing Info Systems,1
12,Data Visualization,['Information Organization'],Data Visualization,Matthew Turk,Coll Dev for Spec Coll,1
13,Data Visualization,['Information Organization'],Data Visualization,Matthew Turk,Information Sciences Practice,1
14,Data Visualization,"['Presentation', 'Information Organization', 'Teaching']",Data Visualization,Matthew Turk,Community Informatics,3
15,Data Visualization,"['Presentation', 'Teaching']",Data Visualization,Matthew Turk," Literacy, Reading, and Readers",2
16,Data Visualization,['Information Organization'],Data Visualization,Matthew Turk, Adult Popular Literature,1
17,Data Visualization,['Information Organization'],Data Visualization,Matthew Turk, Bio Informatics Probs & Res,1
18,Data Visualization,"['Information Organization', 'Teaching']",Data Visualization,Matthew Turk, Foundations of Data Curation,2
19,Data Visualization,['Teaching'],Data Visualization,Matthew Turk, Info Srvcs Diverse Populations,1
20,Data Visualization,['Tools'],Data Visualization,Matthew Turk, Digital Libraries,1
21,Data Visualization,['Information Organization'],Data Visualization,Matthew Turk, Metadata in Theory & Practice,1
22,Data Visualization,"['Information Organization', 'Teaching']",Data Visualization,Matthew Turk, Academic Librarianship,2
23,Data Visualization,['Presentation'],Data Visualization,Matthew Turk, Rare Book and Spec Colls,1
24,Data Visualization,['Information Organization'],Data Visualization,Matthew Turk, Adm and Use Archival Materials,1
25,Data Visualization,['Information Organization'],Data Visualization,Matthew Turk, Preserving Info Resources,1
26,Data Visualization,"['Presentation', 'Teaching']",Data Visualization,Matthew Turk, Issues Scholarly Communication,2
27,Data Visualization,"['Tools', 'Presentation', 'Programming']",Data Visualization,Matthew Turk, Business Analytics,3
28,Data Visualization,['Information Organization'],Data Visualization,Matthew Turk, Community Archives,1
29,Data Visualization,['Information Organization'],Data Visualization,Matthew Turk, Data Mining,1
30,Data Visualization,"['Presentation', 'Information Organization']",Data Visualization,Matthew Turk,Computers and Cultures,2
31,Data Visualization,"['Presentation', 'Information Organization']",Data Visualization,Matthew Turk,"Race, Gender & Info Technology",2
32,Data Visualization,"['Information Organization', 'Teaching']",Data Visualization,Matthew Turk, Instruc Strat Tech Info Prof,2
33,Data Visualization,"['Presentation', 'Programming', 'Information Organization']",Data Visualization,Matthew Turk, Introduction to Databases,3
34,Data Visualization,"['Presentation', 'Information Organization']",Data Visualization,Matthew Turk,Introduction to Databases,2
35,Data Visualization,"['Tools', 'Presentation', 'Information Organization', 'Teaching']",Data Visualization,Matthew Turk, Global Health Informatics,4
36,Data Visualization,"['Tools', 'Presentation', 'Programming', 'Information Organization']",Data Visualization,Matthew Turk,Entrepreneurial IT Design,4
37,Data Visualization,"['Tools', 'Presentation', 'Programming', 'Information Organization']",Data Visualization,Matthew Turk, Intro to Technology in LIS,4
38,Data Visualization,['Teaching'],Data Visualization,Matthew Turk,Student Teaching Seminar,1
39,Data Visualization,"['Presentation', 'Information Organization']",Data Visualization,Matthew Turk,Data Warehousing and BI,2
40,Data Visualization,"['Information Organization', 'Teaching']",Data Visualization,Matthew Turk,E-Learning,2
41,Data Visualization,"['Tools', 'Teaching']",Data Visualization,Matthew Turk,Global Health Informatics,2
42,Data Visualization,"['Information Organization', 'Teaching']",Data Visualization,Matthew Turk,"Local, Regional, Global IS",2
43,Data Visualization,"['Tools', 'Information Organization']",Data Visualization,Matthew Turk,Expl Info Know Mgmt Strategies,2
44,Data Visualization,"['Presentation', 'Information Organization']",Data Visualization,Matthew Turk,Information Service Marketing,2
45,Data Visualization,"['Information Organization', 'Teaching']",Data Visualization,Matthew Turk,Methods for Data Science,2
46,Data Visualization,"['Presentation', 'Teaching']",Data Visualization,Matthew Turk,Oral History,2
47,Data Visualization,['Information Organization'],Data Visualization,Matthew Turk,Presv & Consv Spec Colls Care,1
48,Data Visualization,['Presentation'],Data Visualization,Matthew Turk,Pro Comm Lib & other Info Pro,1
49,Data Visualization,"['Tools', 'Programming', 'Information Organization']",Data Visualization,Matthew Turk,Qualitative Methods Research,3
50,Data Visualization,['Information Organization'],Data Visualization,Matthew Turk,Self-Organizing Info Systems,1
51,Data Visualization,['Information Organization'],Data Visualization,Matthew Turk,Coll Dev for Spec Coll,1
52,Data Visualization,['Information Organization'],Data Visualization,Matthew Turk,Information Sciences Practice,1
53,Data Visualization,"['Presentation', 'Information Organization', 'Teaching']",Data Visualization,Matthew Turk,Community Informatics,3
54,Data Visualization,"['Presentation', 'Teaching']",Data Visualization,Matthew Turk," Literacy, Reading, and Readers",2
55,Data Visualization,['Information Organization'],Data Visualization,Matthew Turk, Adult Popular Literature,1
56,Data Visualization,['Information Organization'],Data Visualization,Matthew Turk, Bio Informatics Probs & Res,1
57,Data Visualization,"['Information Organization', 'Teaching']",Data Visualization,Matthew Turk, Foundations of Data Curation,2
58,Data Visualization,['Teaching'],Data Visualization,Matthew Turk, Info Srvcs Diverse Populations,1
59,Data Visualization,['Tools'],Data Visualization,Matthew Turk, Digital Libraries,1
60,Data Visualization,['Information Organization'],Data Visualization,Matthew Turk, Metadata in Theory & Practice,1
61,Data Visualization,"['Information Organization', 'Teaching']",Data Visualization,Matthew Turk, Academic Librarianship,2
62,Data Visualization,['Presentation'],Data Visualization,Matthew Turk, Rare Book and Spec Colls,1
63,Data Visualization,['Information Organization'],Data Visualization,Matthew Turk, Adm and Use Archival Materials,1
64,Data Visualization,['Information Organization'],Data Visualization,Matthew Turk, Preserving Info Resources,1
65,Data Visualization,"['Presentation', 'Teaching']",Data Visualization,Matthew Turk, Issues Scholarly Communication,2
66,Data Visualization,"['Tools', 'Presentation', 'Programming']",Data Visualization,Matthew Turk, Business Analytics,3
67,Data Visualization,['Information Organization'],Data Visualization,Matthew Turk, Community Archives,1
68,Data Visualization,['Information Organization'],Data Visualization,Matthew Turk, Data Mining,1
69,Data Visualization,"['Presentation', 'Information Organization']",Data Visualization,Matthew Turk,Computers and Cultures,2
70,Data Visualization,"['Presentation', 'Information Organization']",Data Visualization,Matthew Turk,"Race, Gender & Info Technology",2
71,Data Visualization,"['Information Organization', 'Teaching']",Data Visualization,Matthew Turk, Instruc Strat Tech Info Prof,2
72,Data Visualization,"['Presentation', 'Programming', 'Information Organization']",Data Visualization,Matthew Turk, Introduction to Databases,3
73,Data Visualization,"['Presentation', 'Information Organization']",Data Visualization,Matthew Turk,Introduction to Databases,2
74,Data Visualization,"['Tools', 'Presentation', 'Information Organization', 'Teaching']",Data Visualization,Matthew Turk, Global Health Informatics,4
75,Data Visualization,"['Tools', 'Presentation', 'Programming', 'Information Organization']",Data Visualization,Matthew Turk,Entrepreneurial IT Design,4
76,Data Visualization,"['Tools', 'Presentation', 'Programming', 'Information Organization']",Data Visualization,Matthew Turk, Intro to Technology in LIS,4
77,Data Visualization,['Teaching'],Data Visualization,Matthew Turk,Student Teaching Seminar,1
78,Data Warehousing and BI,['Information Organization'],Data Warehousing and BI,Michael Wonderlich,E-Learning,1
79,Data Warehousing and BI,['Information Organization'],Data Warehousing and BI,Michael Wonderlich,"Local, Regional, Global IS",1
80,Data Warehousing and BI,"['Information Organization', 'Practical Training']",Data Warehousing and BI,Michael Wonderlich,Expl Info Know Mgmt Strategies,2
81,Data Warehousing and BI,"['Presentation', 'requiremnets research/user/consulting/synthesis', 'Information Organization']",Data Warehousing and BI,Michael Wonderlich,Information Service Marketing,3
82,Data Warehousing and BI,['Information Organization'],Data Warehousing and BI,Michael Wonderlich,Methods for Data Science,1
83,Data Warehousing and BI,"['Presentation', 'requiremnets research/user/consulting/synthesis', 'Practical Training']",Data Warehousing and BI,Michael Wonderlich,Oral History,3
84,Data Warehousing and BI,['Information Organization'],Data Warehousing and BI,Michael Wonderlich,Presv & Consv Spec Colls Care,1
85,Data Warehousing and BI,"['Presentation', 'Practical Training']",Data Warehousing and BI,Michael Wonderlich,Pro Comm Lib & other Info Pro,2
86,Data Warehousing and BI,['Information Organization'],Data Warehousing and BI,Michael Wonderlich,Qualitative Methods Research,1
87,Data Warehousing and BI,"['requiremnets research/user/consulting/synthesis', 'Information Organization']",Data Warehousing and BI,Michael Wonderlich,Self-Organizing Info Systems,2
88,Data Warehousing and BI,['Information Organization'],Data Warehousing and BI,Michael Wonderlich,Coll Dev for Spec Coll,1
89,Data Warehousing and BI,['Information Organization'],Data Warehousing and BI,Michael Wonderlich,Information Sciences Practice,1
90,Data Warehousing and BI,"['Presentation', 'requiremnets research/user/consulting/synthesis', 'Information Organization']",Data Warehousing and BI,Michael Wonderlich,Community Informatics,3
91,Data Warehousing and BI,['Presentation'],Data Warehousing and BI,Michael Wonderlich," Literacy, Reading, and Readers",1
92,Data Warehousing and BI,"['requiremnets research/user/consulting/synthesis', 'Information Organization']",Data Warehousing and BI,Michael Wonderlich, Adult Popular Literature,2
93,Data Warehousing and BI,['Information Organization'],Data Warehousing and BI,Michael Wonderlich, Bio Informatics Probs & Res,1
94,Data Warehousing and BI,['Information Organization'],Data Warehousing and BI,Michael Wonderlich, Foundations of Data Curation,1
95,Data Warehousing and BI,['requiremnets research/user/consulting/synthesis'],Data Warehousing and BI,Michael Wonderlich,Applied Business Research,1
96,Data Warehousing and BI,['Practical Training'],Data Warehousing and BI,Michael Wonderlich, Library Buildings,1
97,Data Warehousing and BI,['requiremnets research/user/consulting/synthesis'],Data Warehousing and BI,Michael Wonderlich, Digital Libraries,1
98,Data Warehousing and BI,['Information Organization'],Data Warehousing and BI,Michael Wonderlich, Metadata in Theory & Practice,1
99,Data Warehousing and BI,"['Information Organization', 'Practical Training']",Data Warehousing and BI,Michael Wonderlich, Academic Librarianship,2
100,Data Warehousing and BI,['Presentation'],Data Warehousing and BI,Michael Wonderlich, Rare Book and Spec Colls,1
101,Data Warehousing and BI,"['Information Organization', 'Practical Training']",Data Warehousing and BI,Michael Wonderlich, Adm and Use Archival Materials,2
102,Data Warehousing and BI,['Information Organization'],Data Warehousing and BI,Michael Wonderlich, Preserving Info Resources,1
103,Data Warehousing and BI,['Presentation'],Data Warehousing and BI,Michael Wonderlich, Issues Scholarly Communication,1
104,Data Warehousing and BI,['Presentation'],Data Warehousing and BI,Michael Wonderlich, Business Analytics,1
105,Data Warehousing and BI,['Practical Training'],Data Warehousing and BI,Michael Wonderlich," Bookbinding: Hist, Princ, Prac",1
106,Data Warehousing and BI,['Information Organization'],Data Warehousing and BI,Michael Wonderlich, Community Archives,1
107,Data Warehousing and BI,['requiremnets research/user/consulting/synthesis'],Data Warehousing and BI,Michael Wonderlich, Comics: Advising Readers,1
108,Data Warehousing and BI,['Practical Training'],Data Warehousing and BI,Michael Wonderlich, Digital Humanities,1
109,Data Warehousing and BI,['Information Organization'],Data Warehousing and BI,Michael Wonderlich, Data Mining,1
110,Data Warehousing and BI,"['Presentation', 'Information Organization']",Data Warehousing and BI,Michael Wonderlich,Computers and Cultures,2
111,Data Warehousing and BI,"['Presentation', 'Information Organization']",Data Warehousing and BI,Michael Wonderlich,"Race, Gender & Info Technology",2
112,Data Warehousing and BI,['Information Organization'],Data Warehousing and BI,Michael Wonderlich, Instruc Strat Tech Info Prof,1
113,Data Warehousing and BI,"['Presentation', 'Information Organization']",Data Warehousing and BI,Michael Wonderlich, Introduction to Databases,2
114,Data Warehousing and BI,"['Presentation', 'Information Organization']",Data Warehousing and BI,Michael Wonderlich,Introduction to Databases,2
115,Data Warehousing and BI,"['Presentation', 'Information Organization']",Data Warehousing and BI,Michael Wonderlich, Global Health Informatics,2
116,Data Warehousing and BI,"['Presentation', 'Information Organization']",Data Warehousing and BI,Michael Wonderlich,Entrepreneurial IT Design,2
117,Data Warehousing and BI,"['Presentation', 'Information Organization']",Data Warehousing and BI,Michael Wonderlich, Intro to Technology in LIS,2
118,E-Learning,['LIS'],E-Learning,Melissa Wong,"Local, Regional, Global IS",1
119,E-Learning,['Presentation'],E-Learning,Melissa Wong,Information Service Marketing,1
120,E-Learning,['Presentation'],E-Learning,Melissa Wong,Oral History,1
121,E-Learning,['LIS'],E-Learning,Melissa Wong,Presv & Consv Spec Colls Care,1
122,E-Learning,['Presentation'],E-Learning,Melissa Wong,Pro Comm Lib & other Info Pro,1
123,E-Learning,['LIS'],E-Learning,Melissa Wong,Qualitative Methods Research,1
124,E-Learning,['LIS'],E-Learning,Melissa Wong,Text Mining,1
125,E-Learning,['Presentation'],E-Learning,Melissa Wong,Community Informatics,1
126,E-Learning,['LIS'],E-Learning,Melissa Wong, Government Information,1
127,E-Learning,"['Presentation', 'LIS']",E-Learning,Melissa Wong," Literacy, Reading, and Readers",2
128,E-Learning,['LIS'],E-Learning,Melissa Wong, Adult Popular Literature,1
129,E-Learning,['LIS'],E-Learning,Melissa Wong, REEES Bibliog Research Methods,1
130,E-Learning,['LIS'],E-Learning,Melissa Wong, Bio Informatics Probs & Res,1
131,E-Learning,['LIS'],E-Learning,Melissa Wong, Music Libnship & Bibliography,1
132,E-Learning,['Arts'],E-Learning,Melissa Wong, Digital Libraries,1
133,E-Learning,['LIS'],E-Learning,Melissa Wong, Academic Librarianship,1
134,E-Learning,['LIS'],E-Learning,Melissa Wong, Theological Librarianship,1
135,E-Learning,"['Presentation', 'LIS']",E-Learning,Melissa Wong, Rare Book and Spec Colls,2
136,E-Learning,['LIS'],E-Learning,Melissa Wong, Adm and Use Archival Materials,1
137,E-Learning,['LIS'],E-Learning,Melissa Wong, Preserving Info Resources,1
138,E-Learning,['LIS'],E-Learning,Melissa Wong, History and Foundations of LIS,1
139,E-Learning,"['Presentation', 'LIS']",E-Learning,Melissa Wong, Issues Scholarly Communication,2
140,E-Learning,['Presentation'],E-Learning,Melissa Wong, Business Analytics,1
141,E-Learning,['Presentation'],E-Learning,Melissa Wong,Computers and Cultures,1
142,E-Learning,['Presentation'],E-Learning,Melissa Wong,"Race, Gender & Info Technology",1
143,E-Learning,['Presentation'],E-Learning,Melissa Wong, Introduction to Databases,1
144,E-Learning,['Presentation'],E-Learning,Melissa Wong,Introduction to Databases,1
145,E-Learning,['Presentation'],E-Learning,Melissa Wong, Global Health Informatics,1
146,E-Learning,['Presentation'],E-Learning,Melissa Wong,Entrepreneurial IT Design,1
147,E-Learning,"['Presentation', 'LIS']",E-Learning,Melissa Wong, Intro to Technology in LIS,2
148,Information Ethics,['LIS'],Information Ethics,Lori Kendall,"Local, Regional, Global IS",1
149,Information Ethics,['Presentation'],Information Ethics,Lori Kendall,Information Service Marketing,1
150,Information Ethics,['Presentation'],Information Ethics,Lori Kendall,Oral History,1
151,Information Ethics,['LIS'],Information Ethics,Lori Kendall,Presv & Consv Spec Colls Care,1
152,Information Ethics,['Presentation'],Information Ethics,Lori Kendall,Pro Comm Lib & other Info Pro,1
153,Information Ethics,['LIS'],Information Ethics,Lori Kendall,Qualitative Methods Research,1
154,Information Ethics,['LIS'],Information Ethics,Lori Kendall,Text Mining,1
155,Information Ethics,['Presentation'],Information Ethics,Lori Kendall,Community Informatics,1
156,Information Ethics,['LIS'],Information Ethics,Lori Kendall, Government Information,1
157,Information Ethics,"['Presentation', 'LIS']",Information Ethics,Lori Kendall," Literacy, Reading, and Readers",2
158,Information Ethics,['LIS'],Information Ethics,Lori Kendall, Adult Popular Literature,1
159,Information Ethics,['LIS'],Information Ethics,Lori Kendall, REEES Bibliog Research Methods,1
160,Information Ethics,['LIS'],Information Ethics,Lori Kendall, Bio Informatics Probs & Res,1
161,Information Ethics,['LIS'],Information Ethics,Lori Kendall, Music Libnship & Bibliography,1
162,Information Ethics,['Arts'],Information Ethics,Lori Kendall, Digital Libraries,1
163,Information Ethics,['LIS'],Information Ethics,Lori Kendall, Academic Librarianship,1
164,Information Ethics,['LIS'],Information Ethics,Lori Kendall, Theological Librarianship,1
165,Information Ethics,"['Presentation', 'LIS']",Information Ethics,Lori Kendall, Rare Book and Spec Colls,2
166,Information Ethics,['LIS'],Information Ethics,Lori Kendall, Adm and Use Archival Materials,1
167,Information Ethics,['LIS'],Information Ethics,Lori Kendall, Preserving Info Resources,1
168,Information Ethics,['LIS'],Information Ethics,Lori Kendall, History and Foundations of LIS,1
169,Information Ethics,"['Presentation', 'LIS']",Information Ethics,Lori Kendall, Issues Scholarly Communication,2
170,Information Ethics,['Presentation'],Information Ethics,Lori Kendall, Business Analytics,1
171,Information Ethics,['Presentation'],Information Ethics,Lori Kendall,Computers and Cultures,1
172,Information Ethics,['Presentation'],Information Ethics,Lori Kendall,"Race, Gender & Info Technology",1
173,Information Ethics,['Presentation'],Information Ethics,Lori Kendall, Introduction to Databases,1
174,Information Ethics,['Presentation'],Information Ethics,Lori Kendall,Introduction to Databases,1
175,Information Ethics,['Presentation'],Information Ethics,Lori Kendall, Global Health Informatics,1
176,Information Ethics,['Presentation'],Information Ethics,Lori Kendall,Entrepreneurial IT Design,1
177,Information Ethics,"['Presentation', 'LIS']",Information Ethics,Lori Kendall, Intro to Technology in LIS,2
178,Global Health Informatics,"['Information Organization', 'Teaching']",Global Health Informatics,Ian Brooks,"Local, Regional, Global IS",2
179,Global Health Informatics,['Information Organization'],Global Health Informatics,Ian Brooks,Expl Info Know Mgmt Strategies,1
180,Global Health Informatics,['Information Organization'],Global Health Informatics,Ian Brooks,Information Service Marketing,1
181,Global Health Informatics,"['Information Organization', 'Teaching']",Global Health Informatics,Ian Brooks,Methods for Data Science,2
182,Global Health Informatics,['Teaching'],Global Health Informatics,Ian Brooks,Oral History,1
183,Global Health Informatics,['Information Organization'],Global Health Informatics,Ian Brooks,Presv & Consv Spec Colls Care,1
184,Global Health Informatics,['Information Organization'],Global Health Informatics,Ian Brooks,Qualitative Methods Research,1
185,Global Health Informatics,['Information Organization'],Global Health Informatics,Ian Brooks,Self-Organizing Info Systems,1
186,Global Health Informatics,['Information Organization'],Global Health Informatics,Ian Brooks,Coll Dev for Spec Coll,1
187,Global Health Informatics,['Information Organization'],Global Health Informatics,Ian Brooks,Information Sciences Practice,1
188,Global Health Informatics,"['Information Organization', 'Teaching']",Global Health Informatics,Ian Brooks,Community Informatics,2
189,Global Health Informatics,['Teaching'],Global Health Informatics,Ian Brooks," Literacy, Reading, and Readers",1
190,Global Health Informatics,['Information Organization'],Global Health Informatics,Ian Brooks, Adult Popular Literature,1
191,Global Health Informatics,['Information Organization'],Global Health Informatics,Ian Brooks, Bio Informatics Probs & Res,1
192,Global Health Informatics,"['Information Organization', 'Teaching']",Global Health Informatics,Ian Brooks, Foundations of Data Curation,2
193,Global Health Informatics,['Teaching'],Global Health Informatics,Ian Brooks, Info Srvcs Diverse Populations,1
194,Global Health Informatics,['Information Organization'],Global Health Informatics,Ian Brooks, Metadata in Theory & Practice,1
195,Global Health Informatics,"['Information Organization', 'Teaching']",Global Health Informatics,Ian Brooks, Academic Librarianship,2
196,Global Health Informatics,['Information Organization'],Global Health Informatics,Ian Brooks, Adm and Use Archival Materials,1
197,Global Health Informatics,['Information Organization'],Global Health Informatics,Ian Brooks, Preserving Info Resources,1
198,Global Health Informatics,['Teaching'],Global Health Informatics,Ian Brooks, Issues Scholarly Communication,1
199,Global Health Informatics,['Information Organization'],Global Health Informatics,Ian Brooks, Community Archives,1
200,Global Health Informatics,['Information Organization'],Global Health Informatics,Ian Brooks, Data Mining,1
201,Global Health Informatics,['Information Organization'],Global Health Informatics,Ian Brooks,Computers and Cultures,1
202,Global Health Informatics,['Information Organization'],Global Health Informatics,Ian Brooks,"Race, Gender & Info Technology",1
203,Global Health Informatics,"['Information Organization', 'Teaching']",Global Health Informatics,Ian Brooks, Instruc Strat Tech Info Prof,2
204,Global Health Informatics,['Information Organization'],Global Health Informatics,Ian Brooks, Introduction to Databases,1
205,Global Health Informatics,['Information Organization'],Global Health Informatics,Ian Brooks,Introduction to Databases,1
206,Global Health Informatics,"['Information Organization', 'Teaching']",Global Health Informatics,Ian Brooks, Global Health Informatics,2
207,Global Health Informatics,['Information Organization'],Global Health Informatics,Ian Brooks,Entrepreneurial IT Design,1
208,Global Health Informatics,['Information Organization'],Global Health Informatics,Ian Brooks, Intro to Technology in LIS,1
209,Global Health Informatics,['Teaching'],Global Health Informatics,Ian Brooks,Student Teaching Seminar,1
210,"Local, Regional, Global IS",['Analytics'],"Local, Regional, Global IS",Steven Witt,Methods for Data Science,1
211,"Local, Regional, Global IS",['Analytics'],"Local, Regional, Global IS",Steven Witt,Qualitative Methods Research,1
212,"Local, Regional, Global IS",['Analytics'],"Local, Regional, Global IS",Steven Witt,Information Sciences Practice,1
213,"Local, Regional, Global IS",['Analytics'],"Local, Regional, Global IS",Steven Witt, Bio Informatics Probs & Res,1
214,"Local, Regional, Global IS",['Analytics'],"Local, Regional, Global IS",Steven Witt, Library Buildings,1
215,"Local, Regional, Global IS",['Security'],"Local, Regional, Global IS",Steven Witt, Rare Book and Spec Colls,1
216,"Local, Regional, Global IS",['Analytics'],"Local, Regional, Global IS",Steven Witt, Data Mining,1
217,"Local, Regional, Global IS",['Security'],"Local, Regional, Global IS",Steven Witt,Computers and Cultures,1
218,"Local, Regional, Global IS",['Security'],"Local, Regional, Global IS",Steven Witt,"Race, Gender & Info Technology",1
219,"Local, Regional, Global IS",['Security'],"Local, Regional, Global IS",Steven Witt, Introduction to Databases,1
220,"Local, Regional, Global IS",['Security'],"Local, Regional, Global IS",Steven Witt,Introduction to Databases,1
221,"Local, Regional, Global IS",['Security'],"Local, Regional, Global IS",Steven Witt, Global Health Informatics,1
222,"Local, Regional, Global IS",['Security'],"Local, Regional, Global IS",Steven Witt,Entrepreneurial IT Design,1
223,"Local, Regional, Global IS",['Security'],"Local, Regional, Global IS",Steven Witt, Intro to Technology in LIS,1
224,Expl Info Know Mgmt Strategies,"['requiremnets research/user/consulting/synthesis', 'Social Aspects']",Expl Info Know Mgmt Strategies,Julia Hart,Information Service Marketing,2
225,Expl Info Know Mgmt Strategies,"['requiremnets research/user/consulting/synthesis', 'Social Aspects', 'Theory Based']",Expl Info Know Mgmt Strategies,Julia Hart,Oral History,3
226,Expl Info Know Mgmt Strategies,"['Media', 'Social Aspects']",Expl Info Know Mgmt Strategies,Julia Hart,Print Culture & Material Book,2
227,Expl Info Know Mgmt Strategies,"['LIS', 'Theory Based']",Expl Info Know Mgmt Strategies,Julia Hart,Presv & Consv Spec Colls Care,2
228,Expl Info Know Mgmt Strategies,['Social Aspects'],Expl Info Know Mgmt Strategies,Julia Hart,Pro Comm Lib & other Info Pro,1
229,Expl Info Know Mgmt Strategies,['LIS'],Expl Info Know Mgmt Strategies,Julia Hart,Qualitative Methods Research,1
230,Expl Info Know Mgmt Strategies,['requiremnets research/user/consulting/synthesis'],Expl Info Know Mgmt Strategies,Julia Hart,Self-Organizing Info Systems,1
231,Expl Info Know Mgmt Strategies,"['LIS', 'Theory Based']",Expl Info Know Mgmt Strategies,Julia Hart,Text Mining,2
232,Expl Info Know Mgmt Strategies,['Social Aspects'],Expl Info Know Mgmt Strategies,Julia Hart,Information Sciences Practice,1
233,Expl Info Know Mgmt Strategies,"['requiremnets research/user/consulting/synthesis', 'Social Aspects']",Expl Info Know Mgmt Strategies,Julia Hart,Community Informatics,2
234,Expl Info Know Mgmt Strategies,['LIS'],Expl Info Know Mgmt Strategies,Julia Hart, Government Information,1
235,Expl Info Know Mgmt Strategies,"['Social Aspects', 'LIS', 'Theory Based']",Expl Info Know Mgmt Strategies,Julia Hart," Literacy, Reading, and Readers",3
236,Expl Info Know Mgmt Strategies,"['requiremnets research/user/consulting/synthesis', 'Social Aspects', 'LIS', 'Theory Based', 'Media']",Expl Info Know Mgmt Strategies,Julia Hart, Adult Popular Literature,5
237,Expl Info Know Mgmt Strategies,"['Social Aspects', 'LIS', 'Theory Based']",Expl Info Know Mgmt Strategies,Julia Hart, REEES Bibliog Research Methods,3
238,Expl Info Know Mgmt Strategies,"['LIS', 'Theory Based']",Expl Info Know Mgmt Strategies,Julia Hart, Bio Informatics Probs & Res,2
239,Expl Info Know Mgmt Strategies,['LIS'],Expl Info Know Mgmt Strategies,Julia Hart, Music Libnship & Bibliography,1
240,Expl Info Know Mgmt Strategies,['requiremnets research/user/consulting/synthesis'],Expl Info Know Mgmt Strategies,Julia Hart,Applied Business Research,1
241,Expl Info Know Mgmt Strategies,['Social Aspects'],Expl Info Know Mgmt Strategies,Julia Hart, Social Just Info Professions,1
242,Expl Info Know Mgmt Strategies,"['Social Aspects', 'Theory Based']",Expl Info Know Mgmt Strategies,Julia Hart, Info Srvcs Diverse Populations,2
243,Expl Info Know Mgmt Strategies,['Theory Based'],Expl Info Know Mgmt Strategies,Julia Hart, Library Buildings,1
244,Expl Info Know Mgmt Strategies,"['Media', 'Social Aspects']",Expl Info Know Mgmt Strategies,Julia Hart, Network Analysis,2
245,Expl Info Know Mgmt Strategies,"['requiremnets research/user/consulting/synthesis', 'Social Aspects', 'Theory Based']",Expl Info Know Mgmt Strategies,Julia Hart, Digital Libraries,3
246,Expl Info Know Mgmt Strategies,"['Social Aspects', 'Theory Based']",Expl Info Know Mgmt Strategies,Julia Hart, Metadata in Theory & Practice,2
247,Expl Info Know Mgmt Strategies,"['Social Aspects', 'LIS']",Expl Info Know Mgmt Strategies,Julia Hart, Academic Librarianship,2
248,Expl Info Know Mgmt Strategies,['LIS'],Expl Info Know Mgmt Strategies,Julia Hart, Theological Librarianship,1
249,Expl Info Know Mgmt Strategies,['LIS'],Expl Info Know Mgmt Strategies,Julia Hart, Rare Book and Spec Colls,1
250,Expl Info Know Mgmt Strategies,"['LIS', 'Theory Based']",Expl Info Know Mgmt Strategies,Julia Hart, Adm and Use Archival Materials,2
251,Expl Info Know Mgmt Strategies,['LIS'],Expl Info Know Mgmt Strategies,Julia Hart, Preserving Info Resources,1
252,Expl Info Know Mgmt Strategies,['LIS'],Expl Info Know Mgmt Strategies,Julia Hart, History and Foundations of LIS,1
253,Expl Info Know Mgmt Strategies,"['Media', 'Social Aspects', 'LIS']",Expl Info Know Mgmt Strategies,Julia Hart, Issues Scholarly Communication,3
254,Expl Info Know Mgmt Strategies,"['Social Aspects', 'Theory Based']",Expl Info Know Mgmt Strategies,Julia Hart," Bookbinding: Hist, Princ, Prac",2
255,Expl Info Know Mgmt Strategies,"['Social Aspects', 'Theory Based']",Expl Info Know Mgmt Strategies,Julia Hart, Community Archives,2
256,Expl Info Know Mgmt Strategies,"['Media', 'requiremnets research/user/consulting/synthesis', 'Social Aspects', 'Theory Based']",Expl Info Know Mgmt Strategies,Julia Hart, Comics: Advising Readers,4
257,Expl Info Know Mgmt Strategies,"['Social Aspects', 'Theory Based']",Expl Info Know Mgmt Strategies,Julia Hart, Digital Humanities,2
258,Expl Info Know Mgmt Strategies,"['Media', 'Social Aspects', 'Theory Based']",Expl Info Know Mgmt Strategies,Julia Hart,Computers and Cultures,3
